SA2	SA2 Name	ABSTUDY (Living allowance)	ABSTUDY (Non-living allowance)	Age Pension	Austudy	Carer Allowance	Carer Allowance (Child Health Care Card only)	Carer Payment	Commonwealth Rent Assistance	Commonwealth Seniors Health Card	Disability Support Pension	Family Tax Benefit A	Family Tax Benefit B	Health Care Card	JobSeeker Payment	Low Income Card	Parenting Payment Partnered	Parenting Payment Single	Pension Concession Card	Special Benefit	Youth Allowance (other)	Youth Allowance (student and apprentice)	Total Count
402041048	Salisbury North	5.00	15.00	1685.00	25.00	940.00	15.00	550.00	1380.00	30.00	1095.00	1855.00	1510.00	1770.00	1230.00	140.00	130.00	505.00	4530.00	5.00	150.00	145.00	17710.00
402041171	Mawson Lakes - Globe Derby Park	5.00	5.00	735.00	20.00	270.00	5.00	95.00	430.00	110.00	235.00	625.00	480.00	630.00	300.00	70.00	25.00	95.00	1315.00	5.00	40.00	125.00	5620.00
402041172	Pooraka - Cavan	5.00	5.00	1020.00	5.00	305.00	5.00	165.00	415.00	40.00	380.00	600.00	460.00	580.00	375.00	45.00	40.00	130.00	1930.00	10.00	45.00	85.00	6645.00
402051049	Golden Grove	5.00	5.00	1460.00	5.00	235.00	5.00	80.00	230.00	225.00	280.00	360.00	270.00	345.00	220.00	60.00	5.00	75.00	2060.00	0.00	30.00	35.00	5990.00
402051050	Greenwith	5.00	5.00	855.00	5.00	255.00	5.00	105.00	215.00	90.00	300.00	400.00	315.00	355.00	210.00	55.00	5.00	85.00	1490.00	0.00	15.00	45.00	4815.00
402051051	Highbury - Dernancourt	5.00	5.00	1260.00	10.00	280.00	5.00	85.00	285.00	410.00	160.00	400.00	290.00	410.00	210.00	60.00	10.00	65.00	1710.00	0.00	10.00	45.00	5715.00
402051052	Hope Valley - Modbury	5.00	5.00	3055.00	25.00	530.00	5.00	210.00	925.00	315.00	625.00	935.00	710.00	885.00	595.00	125.00	35.00	190.00	4470.00	5.00	50.00	90.00	13790.00
402051053	Modbury Heights	5.00	5.00	2590.00	15.00	540.00	5.00	200.00	550.00	395.00	470.00	1015.00	715.00	830.00	495.00	125.00	30.00	165.00	3795.00	5.00	55.00	75.00	12080.00
402051054	Redwood Park	5.00	5.00	1920.00	15.00	450.00	10.00	145.00	400.00	405.00	340.00	815.00	585.00	710.00	400.00	100.00	25.00	120.00	2805.00	5.00	30.00	70.00	9360.00
402051055	St Agnes - Ridgehaven	5.00	0.00	1995.00	10.00	365.00	10.00	120.00	485.00	290.00	320.00	635.00	475.00	615.00	350.00	100.00	15.00	115.00	2775.00	5.00	35.00	55.00	8775.00
403011056	Brighton (SA)	5.00	0.00	2015.00	15.00	245.00	5.00	65.00	715.00	780.00	505.00	350.00	275.00	435.00	265.00	70.00	15.00	70.00	2865.00	5.00	25.00	55.00	8780.00
403011057	Glenelg (SA)	5.00	5.00	2605.00	30.00	300.00	0.00	80.00	1140.00	1060.00	465.00	440.00	355.00	615.00	480.00	110.00	10.00	95.00	3570.00	5.00	30.00	60.00	11460.00
403021058	Edwardstown	5.00	5.00	1560.00	10.00	360.00	5.00	155.00	715.00	235.00	655.00	610.00	475.00	735.00	560.00	95.00	25.00	140.00	2880.00	5.00	50.00	110.00	9390.00
403021059	Hallett Cove	0.00	5.00	1495.00	20.00	310.00	5.00	105.00	305.00	340.00	245.00	495.00	360.00	495.00	260.00	90.00	15.00	80.00	2105.00	5.00	30.00	55.00	6820.00
403021060	Marino - Seaview Downs	5.00	5.00	1120.00	5.00	205.00	5.00	55.00	255.00	345.00	175.00	335.00	245.00	350.00	200.00	40.00	10.00	60.00	1560.00	5.00	20.00	50.00	5050.00
403021061	Mitchell Park	10.00	20.00	2235.00	40.00	455.00	5.00	210.00	1470.00	270.00	910.00	830.00	635.00	980.00	715.00	115.00	40.00	180.00	4035.00	5.00	60.00	165.00	13385.00
403021062	Morphettville	5.00	5.00	2175.00	15.00	375.00	5.00	165.00	1030.00	370.00	725.00	650.00	505.00	765.00	530.00	105.00	20.00	130.00	3555.00	5.00	50.00	115.00	11300.00
403021063	Sheidow Park - Trott Park	5.00	0.00	985.00	10.00	280.00	10.00	90.00	275.00	105.00	175.00	515.00	360.00	455.00	250.00	65.00	15.00	75.00	1475.00	5.00	15.00	50.00	5215.00
403021064	Warradale	5.00	5.00	2250.00	20.00	415.00	10.00	170.00	960.00	330.00	705.00	770.00	615.00	855.00	610.00	125.00	30.00	170.00	3685.00	5.00	65.00	110.00	11910.00
403031065	Belair	0.00	0.00	555.00	5.00	60.00	5.00	10.00	80.00	225.00	40.00	90.00	70.00	145.00	65.00	25.00	5.00	10.00	670.00	0.00	5.00	25.00	2090.00
403031066	Bellevue Heights	10.00	5.00	850.00	15.00	130.00	5.00	35.00	370.00	260.00	95.00	215.00	155.00	435.00	155.00	40.00	10.00	30.00	1135.00	5.00	15.00	200.00	4170.00
403031067	Blackwood	5.00	5.00	1290.00	10.00	230.00	5.00	45.00	225.00	570.00	185.00	305.00	220.00	395.00	195.00	50.00	5.00	50.00	1720.00	5.00	5.00	65.00	5585.00
403031068	Colonel Light Gardens	0.00	0.00	1505.00	15.00	280.00	5.00	85.00	540.00	400.00	315.00	410.00	305.00	460.00	275.00	60.00	10.00	70.00	2175.00	5.00	25.00	65.00	7005.00
403031069	Mitcham (SA)	0.00	5.00	1380.00	15.00	230.00	5.00	55.00	455.00	780.00	225.00	355.00	265.00	440.00	210.00	60.00	10.00	45.00	1850.00	5.00	20.00	95.00	6505.00
403031070	Panorama	5.00	5.00	1135.00	15.00	200.00	5.00	55.00	355.00	330.00	215.00	310.00	235.00	365.00	205.00	70.00	15.00	50.00	1600.00	5.00	15.00	70.00	5260.00
403041071	Aberfoyle Park	0.00	5.00	1565.00	15.00	315.00	5.00	115.00	310.00	235.00	265.00	500.00	365.00	500.00	280.00	90.00	15.00	80.00	2220.00	5.00	40.00	45.00	6970.00
403041072	Aldinga	5.00	5.00	1975.00	20.00	585.00	10.00	270.00	1100.00	205.00	635.00	1295.00	1025.00	1020.00	680.00	130.00	45.00	325.00	3650.00	5.00	100.00	50.00	13135.00
403041073	Christie Downs	5.00	20.00	1455.00	10.00	480.00	15.00	270.00	845.00	55.00	920.00	855.00	720.00	915.00	800.00	105.00	35.00	280.00	3450.00	5.00	135.00	45.00	11420.00
403041074	Christies Beach	5.00	5.00	1605.00	10.00	415.00	10.00	215.00	1075.00	140.00	565.00	845.00	715.00	825.00	655.00	80.00	35.00	250.00	3050.00	5.00	75.00	55.00	10635.00
403041075	Clarendon	0.00	0.00	285.00	5.00	55.00	0.00	15.00	55.00	105.00	40.00	60.00	40.00	85.00	55.00	10.00	5.00	15.00	390.00	0.00	5.00	10.00	1235.00
403041076	Coromandel Valley	5.00	0.00	390.00	5.00	80.00	5.00	15.00	50.00	135.00	45.00	140.00	95.00	140.00	50.00	15.00	5.00	15.00	500.00	0.00	5.00	20.00	1715.00
403041077	Flagstaff Hill	5.00	0.00	1230.00	10.00	225.00	5.00	55.00	240.00	360.00	160.00	335.00	235.00	390.00	195.00	50.00	10.00	55.00	1625.00	5.00	15.00	60.00	5265.00
403041078	Hackham - Onkaparinga Hills	5.00	5.00	1010.00	5.00	270.00	5.00	125.00	430.00	75.00	295.00	485.00	370.00	420.00	310.00	55.00	25.00	115.00	1745.00	5.00	35.00	30.00	5820.00
403041079	Hackham West - Huntfield Heights	5.00	15.00	1040.00	5.00	480.00	5.00	270.00	635.00	25.00	720.00	775.00	635.00	740.00	600.00	75.00	35.00	255.00	2655.00	5.00	80.00	45.00	9100.00
403041080	Happy Valley	5.00	5.00	2195.00	15.00	410.00	10.00	130.00	425.00	335.00	300.00	715.00	525.00	610.00	340.00	90.00	15.00	115.00	2985.00	5.00	35.00	55.00	9320.00
403041081	Happy Valley Reservoir	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
403041082	Lonsdale	0.00	0.00	5.00	0.00	0.00	0.00	0.00	10.00	5.00	5.00	5.00	5.00	10.00	10.00	5.00	0.00	5.00	15.00	0.00	0.00	0.00	80.00
403041083	McLaren Vale	5.00	0.00	1105.00	5.00	185.00	5.00	55.00	255.00	210.00	145.00	385.00	280.00	305.00	175.00	45.00	10.00	65.00	1505.00	0.00	15.00	30.00	4785.00
403041084	Morphett Vale - East	5.00	10.00	2260.00	15.00	590.00	10.00	295.00	1005.00	125.00	795.00	1045.00	805.00	990.00	695.00	110.00	45.00	255.00	4020.00	0.00	90.00	75.00	13240.00
403041085	Morphett Vale - West	5.00	10.00	1515.00	10.00	505.00	5.00	235.00	750.00	70.00	640.00	885.00	710.00	815.00	640.00	100.00	50.00	225.00	3010.00	5.00	80.00	55.00	10320.00
403041086	Reynella	5.00	5.00	1610.00	10.00	345.00	10.00	165.00	535.00	130.00	370.00	725.00	540.00	565.00	395.00	80.00	15.00	135.00	2525.00	5.00	35.00	40.00	8245.00
403041088	Willunga	0.00	5.00	430.00	5.00	75.00	0.00	20.00	85.00	130.00	60.00	140.00	105.00	130.00	85.00	20.00	5.00	25.00	595.00	0.00	5.00	15.00	1935.00
403041089	Woodcroft	5.00	5.00	1610.00	10.00	375.00	5.00	120.00	385.00	185.00	310.00	580.00	410.00	530.00	285.00	80.00	15.00	100.00	2335.00	0.00	25.00	50.00	7420.00
403041177	Seaford - Seaford Meadows	5.00	10.00	1710.00	15.00	555.00	10.00	250.00	890.00	170.00	480.00	1035.00	810.00	865.00	525.00	120.00	40.00	235.00	3005.00	0.00	55.00	65.00	10850.00
403041178	Seaford Rise - Moana	5.00	5.00	1270.00	5.00	385.00	5.00	160.00	475.00	110.00	385.00	685.00	520.00	575.00	345.00	95.00	25.00	150.00	2190.00	0.00	45.00	40.00	7475.00
404011090	Beverley	5.00	5.00	795.00	15.00	250.00	5.00	120.00	555.00	75.00	325.00	400.00	305.00	425.00	345.00	50.00	15.00	85.00	1545.00	0.00	35.00	70.00	5425.00
404011091	Flinders Park	5.00	5.00	2110.00	15.00	585.00	5.00	220.00	825.00	330.00	575.00	660.00	500.00	685.00	495.00	85.00	35.00	135.00	3390.00	5.00	40.00	85.00	10790.00
404011092	Henley Beach	0.00	5.00	1810.00	15.00	375.00	5.00	125.00	495.00	555.00	325.00	445.00	350.00	460.00	315.00	75.00	15.00	100.00	2615.00	5.00	20.00	50.00	8160.00
404011093	Hindmarsh - Brompton	5.00	10.00	1925.00	40.00	545.00	5.00	250.00	1035.00	230.00	785.00	715.00	560.00	980.00	845.00	105.00	25.00	165.00	3660.00	5.00	60.00	145.00	12095.00
404011094	Royal Park - Hendon - Albert Park	5.00	5.00	805.00	5.00	270.00	5.00	145.00	420.00	45.00	310.00	370.00	305.00	345.00	260.00	35.00	10.00	100.00	1535.00	5.00	25.00	25.00	5030.00
404011095	Seaton - Grange	5.00	10.00	2530.00	15.00	615.00	5.00	270.00	860.00	485.00	730.00	735.00	590.00	785.00	590.00	105.00	30.00	185.00	4115.00	5.00	60.00	85.00	12810.00
404011096	West Lakes	5.00	5.00	2580.00	20.00	455.00	5.00	165.00	475.00	775.00	425.00	505.00	415.00	600.00	435.00	100.00	15.00	140.00	3625.00	5.00	40.00	45.00	10835.00
404011097	Woodville - Cheltenham	10.00	10.00	1955.00	20.00	615.00	5.00	315.00	1360.00	175.00	820.00	1045.00	810.00	1145.00	885.00	130.00	55.00	240.00	3885.00	5.00	80.00	170.00	13735.00
404021098	Dry Creek - South	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
404021099	Largs Bay - Semaphore	5.00	5.00	1755.00	20.00	365.00	5.00	160.00	735.00	230.00	620.00	535.00	445.00	625.00	545.00	95.00	10.00	140.00	3040.00	5.00	40.00	70.00	9450.00
404021100	North Haven	5.00	15.00	2140.00	10.00	555.00	5.00	270.00	740.00	275.00	620.00	810.00	670.00	860.00	685.00	125.00	30.00	230.00	3700.00	0.00	70.00	55.00	11870.00
404021101	Port Adelaide	10.00	5.00	1455.00	15.00	465.00	5.00	240.00	870.00	85.00	775.00	695.00	550.00	890.00	830.00	80.00	25.00	170.00	3140.00	5.00	70.00	95.00	10475.00
404021102	The Parks	5.00	20.00	2050.00	20.00	845.00	5.00	495.00	1390.00	60.00	1130.00	1240.00	960.00	1500.00	1275.00	135.00	85.00	285.00	4740.00	10.00	115.00	225.00	16590.00
404021103	Torrens Island	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	10.00
404031104	Adelaide Airport	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
404031105	Fulham	5.00	0.00	400.00	5.00	75.00	0.00	20.00	90.00	105.00	65.00	75.00	55.00	75.00	60.00	10.00	0.00	10.00	530.00	0.00	5.00	15.00	1600.00
404031106	Lockleys	5.00	5.00	1595.00	15.00	280.00	5.00	105.00	600.00	345.00	365.00	440.00	325.00	495.00	380.00	75.00	10.00	70.00	2370.00	5.00	20.00	65.00	7575.00
404031107	Plympton	5.00	15.00	2940.00	30.00	530.00	10.00	190.00	1135.00	555.00	715.00	855.00	640.00	1015.00	680.00	125.00	30.00	155.00	4445.00	5.00	55.00	190.00	14320.00
404031108	Richmond (SA)	5.00	5.00	1725.00	35.00	500.00	5.00	195.00	950.00	185.00	710.00	650.00	480.00	880.00	700.00	85.00	15.00	125.00	3155.00	5.00	50.00	140.00	10600.00
404031109	West Beach	0.00	5.00	560.00	5.00	80.00	5.00	25.00	155.00	240.00	70.00	120.00	95.00	165.00	100.00	25.00	5.00	25.00	760.00	5.00	5.00	25.00	2475.00
405011110	Barossa - Angaston	0.00	5.00	725.00	5.00	150.00	5.00	55.00	210.00	180.00	170.00	295.00	220.00	270.00	155.00	50.00	5.00	55.00	1115.00	0.00	10.00	20.00	3700.00
405011111	Light	5.00	5.00	1005.00	10.00	320.00	10.00	125.00	375.00	190.00	305.00	580.00	415.00	500.00	305.00	60.00	20.00	125.00	1745.00	0.00	25.00	55.00	6180.00
405011112	Lyndoch	5.00	5.00	710.00	5.00	170.00	5.00	65.00	205.00	115.00	130.00	305.00	210.00	270.00	170.00	45.00	10.00	55.00	1080.00	0.00	10.00	15.00	3585.00
405011113	Mallala	0.00	0.00	375.00	5.00	115.00	0.00	60.00	155.00	25.00	160.00	195.00	140.00	175.00	165.00	15.00	10.00	40.00	740.00	0.00	10.00	5.00	2390.00
405011114	Nuriootpa	0.00	5.00	1325.00	5.00	245.00	5.00	85.00	385.00	210.00	240.00	415.00	310.00	365.00	220.00	60.00	10.00	90.00	1895.00	0.00	25.00	20.00	5915.00
405011115	Tanunda	0.00	0.00	790.00	5.00	90.00	5.00	35.00	190.00	220.00	105.00	175.00	125.00	140.00	75.00	30.00	5.00	30.00	1025.00	0.00	5.00	10.00	3060.00
405021116	Clare	0.00	5.00	565.00	5.00	95.00	5.00	30.00	140.00	130.00	135.00	195.00	140.00	150.00	110.00	30.00	5.00	50.00	865.00	0.00	10.00	5.00	2670.00
405021117	Gilbert Valley	0.00	5.00	690.00	5.00	135.00	0.00	60.00	200.00	140.00	185.00	270.00	200.00	200.00	190.00	30.00	10.00	60.00	1125.00	0.00	10.00	5.00	3520.00
405021118	Goyder	5.00	5.00	690.00	5.00	155.00	5.00	85.00	210.00	95.00	275.00	235.00	165.00	240.00	250.00	30.00	10.00	50.00	1280.00	0.00	20.00	5.00	3815.00
405021119	Wakefield - Barunga West	5.00	0.00	1570.00	5.00	405.00	5.00	220.00	550.00	185.00	515.00	595.00	470.00	565.00	495.00	75.00	25.00	165.00	2800.00	0.00	45.00	20.00	8715.00
405031120	Jamestown	5.00	5.00	700.00	0.00	155.00	5.00	85.00	175.00	120.00	220.00	230.00	160.00	195.00	180.00	25.00	15.00	45.00	1180.00	0.00	10.00	5.00	3515.00
405031121	Peterborough - Mount Remarkable	0.00	5.00	960.00	5.00	205.00	0.00	130.00	240.00	120.00	395.00	290.00	225.00	335.00	310.00	45.00	20.00	80.00	1780.00	0.00	15.00	10.00	5170.00
405031122	Port Pirie	5.00	40.00	2335.00	10.00	700.00	10.00	365.00	1070.00	170.00	1165.00	1030.00	880.00	1150.00	1020.00	130.00	50.00	360.00	4870.00	5.00	180.00	35.00	15580.00
405031123	Port Pirie Surrounds	5.00	0.00	510.00	0.00	135.00	5.00	80.00	130.00	60.00	185.00	175.00	135.00	175.00	125.00	30.00	5.00	40.00	900.00	0.00	10.00	5.00	2710.00
405041124	Kadina	5.00	5.00	925.00	0.00	280.00	5.00	150.00	345.00	80.00	350.00	400.00	320.00	410.00	350.00	55.00	25.00	110.00	1765.00	0.00	35.00	5.00	5620.00
405041125	Moonta	5.00	5.00	1455.00	5.00	280.00	0.00	135.00	375.00	200.00	295.00	275.00	230.00	325.00	305.00	85.00	10.00	80.00	2175.00	0.00	20.00	5.00	6265.00
405041126	Wallaroo	0.00	0.00	1050.00	5.00	255.00	5.00	140.00	380.00	145.00	300.00	230.00	190.00	265.00	270.00	55.00	10.00	95.00	1785.00	5.00	20.00	5.00	5210.00
405041127	Yorke Peninsula - North	5.00	20.00	1560.00	5.00	290.00	5.00	175.00	435.00	235.00	355.00	355.00	270.00	370.00	385.00	75.00	15.00	90.00	2450.00	0.00	30.00	5.00	7130.00
405041128	Yorke Peninsula - South	0.00	0.00	915.00	5.00	175.00	0.00	100.00	190.00	120.00	200.00	185.00	125.00	235.00	250.00	65.00	15.00	25.00	1430.00	0.00	10.00	5.00	4050.00
406011129	Ceduna	10.00	20.00	330.00	0.00	70.00	5.00	30.00	150.00	55.00	95.00	200.00	170.00	295.00	225.00	5.00	10.00	85.00	605.00	0.00	40.00	5.00	2405.00
406011130	Eyre Peninsula	5.00	5.00	980.00	5.00	185.00	5.00	75.00	300.00	200.00	220.00	365.00	265.00	290.00	215.00	45.00	15.00	75.00	1480.00	0.00	15.00	10.00	4755.00
406011131	Kimba - Cleve - Franklin Harbour	5.00	5.00	620.00	5.00	105.00	5.00	40.00	135.00	110.00	110.00	185.00	125.00	160.00	120.00	15.00	5.00	40.00	890.00	0.00	5.00	5.00	2690.00
406011132	Le Hunte - Elliston	5.00	0.00	255.00	0.00	50.00	0.00	20.00	60.00	30.00	80.00	125.00	85.00	115.00	80.00	15.00	5.00	15.00	430.00	0.00	5.00	5.00	1380.00
406011133	Port Lincoln	10.00	30.00	2110.00	5.00	480.00	5.00	200.00	830.00	350.00	645.00	1035.00	805.00	1015.00	800.00	120.00	35.00	335.00	3760.00	5.00	110.00	30.00	12715.00
406011134	West Coast (SA)	5.00	10.00	405.00	0.00	55.00	0.00	30.00	85.00	80.00	130.00	240.00	175.00	360.00	295.00	20.00	30.00	70.00	730.00	0.00	40.00	5.00	2765.00
406011135	Western	0.00	5.00	5.00	0.00	5.00	0.00	5.00	0.00	0.00	5.00	5.00	5.00	25.00	25.00	0.00	5.00	5.00	15.00	0.00	5.00	0.00	115.00
406011136	Whyalla	5.00	35.00	2835.00	5.00	930.00	10.00	505.00	1185.00	220.00	1295.00	1455.00	1290.00	1875.00	1815.00	215.00	70.00	625.00	6340.00	5.00	260.00	45.00	21020.00
406011137	Whyalla - North	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00
406021138	APY Lands	10.00	20.00	65.00	0.00	20.00	0.00	15.00	10.00	0.00	180.00	350.00	320.00	870.00	685.00	5.00	75.00	165.00	540.00	0.00	125.00	5.00	3460.00
406021139	Coober Pedy	5.00	5.00	265.00	0.00	50.00	0.00	40.00	135.00	5.00	145.00	115.00	100.00	245.00	280.00	10.00	15.00	50.00	610.00	0.00	25.00	5.00	2105.00
406021140	Quorn - Lake Gilles	0.00	5.00	395.00	5.00	70.00	0.00	35.00	75.00	55.00	105.00	90.00	80.00	125.00	130.00	10.00	5.00	35.00	640.00	0.00	5.00	5.00	1870.00
406021141	Outback	5.00	5.00	165.00	5.00	30.00	0.00	20.00	55.00	5.00	75.00	110.00	95.00	165.00	160.00	5.00	5.00	45.00	380.00	0.00	10.00	5.00	1345.00
406021142	Port Augusta	20.00	45.00	1615.00	5.00	450.00	5.00	255.00	870.00	130.00	715.00	995.00	880.00	1275.00	1175.00	105.00	50.00	455.00	3580.00	0.00	170.00	10.00	12805.00
406021143	Roxby Downs	5.00	5.00	20.00	0.00	25.00	0.00	10.00	85.00	0.00	25.00	125.00	100.00	80.00	50.00	5.00	5.00	40.00	110.00	0.00	5.00	0.00	695.00
407011144	Goolwa - Port Elliot	0.00	5.00	3700.00	5.00	545.00	5.00	240.00	1260.00	640.00	605.00	590.00	440.00	575.00	515.00	155.00	25.00	130.00	5115.00	5.00	40.00	25.00	14620.00
407011145	Kangaroo Island	5.00	0.00	720.00	5.00	95.00	5.00	35.00	185.00	165.00	155.00	255.00	190.00	195.00	145.00	25.00	15.00	40.00	1055.00	0.00	5.00	10.00	3305.00
407011146	Strathalbyn	5.00	5.00	1430.00	5.00	265.00	5.00	100.00	430.00	220.00	270.00	465.00	330.00	390.00	265.00	60.00	10.00	90.00	2080.00	5.00	25.00	25.00	6480.00
407011147	Strathalbyn Surrounds	0.00	5.00	925.00	5.00	235.00	5.00	95.00	330.00	185.00	285.00	405.00	265.00	370.00	305.00	60.00	15.00	70.00	1600.00	0.00	25.00	20.00	5205.00
407011148	Victor Harbor	10.00	5.00	4670.00	10.00	640.00	5.00	305.00	1585.00	780.00	785.00	805.00	610.00	825.00	630.00	180.00	50.00	175.00	6405.00	0.00	60.00	35.00	18570.00
407011149	Yankalilla	5.00	5.00	1265.00	5.00	210.00	0.00	90.00	370.00	235.00	280.00	335.00	250.00	320.00	260.00	75.00	15.00	80.00	1910.00	0.00	15.00	10.00	5735.00
407021150	Grant	0.00	5.00	555.00	5.00	115.00	5.00	40.00	135.00	145.00	140.00	250.00	170.00	220.00	155.00	45.00	10.00	55.00	885.00	0.00	15.00	5.00	2955.00
407021151	Kingston - Robe	0.00	0.00	625.00	5.00	60.00	0.00	25.00	195.00	145.00	100.00	180.00	130.00	145.00	120.00	20.00	10.00	40.00	875.00	0.00	5.00	0.00	2680.00
407021152	Millicent	0.00	0.00	950.00	5.00	195.00	5.00	115.00	450.00	135.00	360.00	330.00	255.00	355.00	320.00	65.00	15.00	90.00	1735.00	5.00	20.00	20.00	5425.00
407021154	Naracoorte	0.00	5.00	745.00	5.00	115.00	5.00	45.00	335.00	170.00	150.00	360.00	275.00	290.00	215.00	35.00	25.00	90.00	1155.00	5.00	15.00	5.00	4045.00
407021155	Naracoorte Surrounds	0.00	5.00	165.00	0.00	30.00	0.00	15.00	35.00	40.00	40.00	115.00	80.00	50.00	45.00	10.00	5.00	10.00	265.00	5.00	5.00	5.00	925.00
407021156	Penola	5.00	0.00	395.00	5.00	90.00	0.00	40.00	160.00	80.00	140.00	165.00	115.00	145.00	140.00	20.00	10.00	40.00	720.00	0.00	10.00	5.00	2285.00
407021157	Tatiara	0.00	0.00	665.00	0.00	115.00	0.00	60.00	210.00	160.00	150.00	370.00	265.00	210.00	130.00	15.00	10.00	55.00	1020.00	0.00	10.00	10.00	3455.00
407021158	Wattle Range	5.00	0.00	410.00	0.00	95.00	5.00	55.00	90.00	80.00	105.00	170.00	120.00	155.00	120.00	40.00	5.00	30.00	680.00	0.00	5.00	5.00	2175.00
407021173	Mount Gambier - East	5.00	15.00	1870.00	10.00	460.00	15.00	225.00	850.00	300.00	660.00	1095.00	870.00	955.00	665.00	120.00	65.00	315.00	3485.00	5.00	95.00	30.00	12110.00
407021174	Mount Gambier - West	10.00	10.00	2225.00	10.00	460.00	5.00	215.00	965.00	290.00	735.00	965.00	765.00	955.00	695.00	190.00	55.00	275.00	3870.00	5.00	95.00	45.00	12840.00
407031159	Barmera	0.00	10.00	1075.00	5.00	255.00	5.00	120.00	390.00	140.00	330.00	410.00	310.00	430.00	370.00	40.00	15.00	105.00	1850.00	0.00	35.00	10.00	5905.00
407031160	Berri	5.00	10.00	685.00	5.00	185.00	5.00	90.00	450.00	65.00	305.00	355.00	300.00	325.00	290.00	30.00	20.00	125.00	1375.00	0.00	35.00	5.00	4665.00
407031161	Karoonda - Lameroo	5.00	0.00	380.00	5.00	85.00	0.00	55.00	120.00	60.00	135.00	160.00	110.00	150.00	115.00	20.00	10.00	25.00	665.00	5.00	10.00	5.00	2120.00
407031162	Loxton	5.00	5.00	960.00	5.00	175.00	5.00	60.00	360.00	145.00	250.00	340.00	260.00	285.00	200.00	30.00	15.00	75.00	1480.00	0.00	15.00	10.00	4680.00
407031163	Loxton Surrounds	0.00	0.00	190.00	5.00	65.00	0.00	35.00	75.00	45.00	85.00	95.00	75.00	95.00	80.00	15.00	5.00	15.00	380.00	0.00	5.00	5.00	1270.00
407031164	Mannum	5.00	5.00	1375.00	5.00	270.00	5.00	155.00	395.00	190.00	405.00	375.00	280.00	420.00	420.00	70.00	25.00	95.00	2330.00	0.00	25.00	15.00	6865.00
407031165	Murray Bridge	10.00	35.00	3105.00	10.00	805.00	10.00	465.00	1775.00	315.00	1180.00	1580.00	1280.00	1370.00	1175.00	160.00	85.00	455.00	5990.00	5.00	130.00	35.00	19975.00
407031166	Murray Bridge Surrounds	0.00	5.00	410.00	5.00	130.00	0.00	55.00	135.00	95.00	140.00	230.00	160.00	190.00	155.00	25.00	10.00	40.00	760.00	0.00	10.00	10.00	2565.00
407031167	Renmark	5.00	5.00	895.00	5.00	190.00	5.00	95.00	430.00	100.00	295.00	340.00	295.00	315.00	310.00	30.00	20.00	110.00	1580.00	5.00	30.00	5.00	5065.00
407031168	Renmark Surrounds	0.00	5.00	560.00	5.00	155.00	5.00	80.00	175.00	120.00	160.00	265.00	170.00	285.00	215.00	40.00	15.00	50.00	990.00	0.00	15.00	5.00	3315.00
407031169	The Coorong	5.00	5.00	805.00	0.00	190.00	0.00	115.00	310.00	145.00	275.00	365.00	290.00	300.00	300.00	40.00	20.00	95.00	1500.00	0.00	20.00	5.00	4785.00
407031170	Waikerie	0.00	5.00	1220.00	5.00	205.00	5.00	105.00	420.00	140.00	330.00	375.00	275.00	395.00	420.00	45.00	15.00	90.00	2015.00	0.00	35.00	10.00	6110.00
501011001	Augusta	0.00	5.00	800.00	5.00	115.00	5.00	40.00	280.00	290.00	145.00	370.00	275.00	295.00	180.00	45.00	15.00	70.00	1170.00	0.00	5.00	10.00	4120.00
501011003	Busselton Surrounds	0.00	0.00	1015.00	5.00	125.00	5.00	30.00	305.00	585.00	110.00	480.00	360.00	345.00	185.00	60.00	10.00	80.00	1320.00	5.00	5.00	15.00	5045.00
501011004	Margaret River	5.00	5.00	745.00	10.00	120.00	5.00	50.00	360.00	240.00	180.00	630.00	490.00	420.00	255.00	80.00	10.00	130.00	1225.00	0.00	15.00	10.00	4985.00
501011293	Busselton - East	5.00	10.00	1410.00	5.00	235.00	5.00	105.00	530.00	335.00	310.00	490.00	420.00	465.00	340.00	75.00	15.00	130.00	2165.00	5.00	25.00	10.00	7090.00
501011294	Busselton - West	5.00	5.00	3260.00	5.00	405.00	5.00	160.00	1100.00	590.00	545.00	1010.00	800.00	840.00	530.00	155.00	35.00	285.00	4550.00	5.00	75.00	35.00	14400.00
501021005	Australind - Leschenault	5.00	15.00	2030.00	5.00	410.00	5.00	160.00	730.00	455.00	390.00	995.00	815.00	790.00	430.00	160.00	25.00	295.00	3145.00	0.00	55.00	15.00	10930.00
